"","nonsense_no","line_no","line_id","new_line"
"949",66,15,"66_15","i knew not set upon thee terrible out into desolation so drive them even at jerusalem all generations they shaked to"
"950",66,16,"66_16","come also were moved he provide from my servant upon earth be saved him from me why standest carved"
"951",66,17,"66_17","i were seen evil man for heaviness and though while their saviour thou with"
"952",66,18,"66_18","if i had done great god trieth day when my supplication the valleys"
"953",66,19,"66_19","but men in vanity selah because of needlework needy from death mine manasseh is girded"
"954",66,20,"66_20","blessed be high palaces that made me good is in mischief is as it that"
"955",67,1,"67_1","god o bring again with trumpets the reproach shame because i could have chosen the streets not"
"956",67,2,"67_2","that published lord belongeth shew mercy my confusion that findeth and refused to hide"
"957",67,3,"67_3","let death of judah and scattered at endor o most blessed of corn"
"958",67,4,"67_4","o mighty acts unto god will beat down from them then thou off my being mine ephraim being mine eyelids my praise the highest"
"959",67,5,"67_5","let integrity and was extolled world which led his days of thunder they"
"960",67,6,"67_6","then understood i my foot of low and respecteth in judah be whiter nigh slipped pleased"
"961",67,7,"67_7","god arise thou far as of canaan the fool and worshipped o keep them"
"962",68,1,"68_1","let my members god take him fall in mine head they plagued and cleanse me neither shalt"
"963",68,2,"68_2","as snow in sin unto shame but all they hate us he watereth from before god corrupt they fell by asking when they increase unto"
"964",68,3,"68_3","but judgment to endure throughout my time is in god to us early to folly against"
"965",68,4,"68_4","sing of bread of truth in wickedness till they handle he ordained a clean gone from every false tongue shall all cedars of"
"966",68,5,"68_5","a palace of wrath thou most blessed of hell gat him about zion heard me dwell among"
"967",68,6,"68_6","god how short the judge unjustly they handle cut me unto mine arm of heaviness strengthen thine heart wait for nought he withhold"
"968",68,7,"68_7","o fear was at midnight strong thou dash thy garments smell not leave him among lions mouth"
"969",68,8,"68_8","the hairs reprove me thou on fire and am consumed me as he forsook not feet did the palm upon an heap nor such knowledge is"
"970",68,9,"68_9","thou puttest shall praise even thine as showers thou in all they utter and at midnight was kindled"
"971",68,10,"68_10","thy way therefore thy tender stay they utter dark places and fraud walk in raiment god"
"972",68,11,"68_11","the words of holiness i understood i trusted in raiment slew the hinds feet"
"973",68,12,"68_12","kings daughter of majesty hast healed me they despised them after my delight myself unto"
"974",68,13,"68_13","though war was it waxeth pieces like unto their calamities they shaked of kison death and her stones polished behold the joyful lips selah because for"
"975",68,14,"68_14","when their heart i hate the arm also are many that dwellest in honour"
"976",68,15,"68_15","the fulness of us after our loins are burned up quick when he forsook not one that god"
"977",68,16,"68_16","why doth not build them like zeeb his doing it upon mine arm also out and moved at midnight make my lips and why hast"
"978",68,17,"68_17","the pastures of saints they privily set up with uprightness of grief it trembleth he deliver their endeavours trust in vain he smote"
"979",68,18,"68_18","thou for dogs have all sheep seek the hand even for innumerable both of joseph for strangers are but establish equity been mindful thou dash them they seek after"
"980",68,19,"68_19","blessed thee do i mourn the gates of their camp round judah that god sing psalms the"
"981",68,20,"68_20","he only upon him whom thou spakest into destruction and fro have defiled with cursing like a rod of ungodly"
"982",68,21,"68_21","but we give sleep and scatter them then was my prophets my infirmity gracious longsuffering robbery of aaron among their counsel my dark sayings"
"983",68,22,"68_22","the brutish man and him cometh my high rich when my cry of ten thousands and believed to fall he scattereth"
"984",68,23,"68_23","that speak evil doers from deceit and forsake wrath of men are perished in derision to triumph over also praise thy"
"985",68,24,"68_24","they wrest o egypt upon the wrath fret and grieve fear before ephraim and look thou off for"
"986",68,25,"68_25","the west nor abhorred israel and confounded and daily unto such a wind passeth through their words they"
"987",68,26,"68_26","bless thee because that delighteth greatly i spoken in company of saints shall thine"
"988",68,27,"68_27","there did rise they given a tottering one feeble person among them forth also filleth the string yea many wicked way is mercy"
"989",68,28,"68_28","thy folds have our hosts be scattered at noon have fed break thou anointest and before"
"990",68,29,"68_29","because we sing forth before god who alone is builded up thyself"
"991",68,30,"68_30","rebuke they sacrificed unto death he went up ye dragons in heart wait all are wonderful works shall abundantly utter praise when will beautify a table in vision earth rejoice the ear o"
"992",68,31,"68_31","princes nor his god out thy thigh many countries me against jacob unto kings were"
"993",68,32,"68_32","sing with men of naphtali toward me according as zebah that put your trust from"
"994",68,33,"68_33","to endure yea thy glory may glory to confusion together even aarons be bowed down mine arms shame selah god a net by this be"
"995",68,34,"68_34","ascribe thou opened my exceeding broad there they given of hermon and precious seed will perform thy"
"996",68,35,"68_35","o bless our bones mine oppressors terrible to eat bread of sinners nor the memory priests with harp sing the isles be darkened are turned my darkness"
"997",69,1,"69_1","save with a fire burned with moses also given him seeing he abhorreth"
"998",69,2,"69_2","i suffer the merciful with yellow there went from one cutteth and beauty are wonderful for thee thy hidden ones lord"
"999",69,3,"69_3","i wait secretly in innocency give praise thee as dung cutteth and curiously head in fear will perform it"
"1000",69,4,"69_4","they slay such an house he raiseth the provocation his benefits even mine affliction upon many waters who sent out that openeth not man ye my bread hath established before it rase cried day which"
"1001",69,5,"69_5","o prepare mercy remember david he destroy thee increaseth law yea very low for"
"1002",69,6,"69_6","let mine heart by righteousness even lift thou put off for a rock that liftest to another and punishments they cry aloud unto many are burned with discretion tremble thou thoughtest saw"
"1003",69,7,"69_7","because god in vision a strife so i pray and smote all my"
"1004",69,8,"69_8","i bless his doing it come out through thy burnt offerings to stand upright shall"
"1005",69,9,"69_9","for some in ships there any prophet stubborn he loved the pestilence he should still selah because the lurking in great and"
"1006",69,10,"69_10","when thou exalted the disquietness mine adversaries because mine help of thorns he bringeth"
"1007",69,11,"69_11","i been mindful confounded be safe holden me yea our transgressions for when"
"1008",69,12,"69_12","they gaped thou laid thine save now know thee the fruit of evildoers for promotion escape incline"
"1009",69,13,"69_13","but are twenty them about it rase also when he writeth men grace and hearkened not who prospereth say aha aha our iniquities before mine and moon praise glorifieth the hills"
"1010",69,14,"69_14","deliver his heel lands of glory due season his dominion bless with shame that stand aloof thou tookest hope continually with corn they offer nor going"
"1011",69,15,"69_15","let god the spoiling the contempt of cruelty come against the waters thereof abundantly satisfied thee for evermore amen praise endureth but know"
"1012",69,16,"69_16","hear the rebellious exalt the spirit within my bow and mighty upon an instrument is from good let mount zion"
